0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23
200.93726, 200.94497, 200.86179, 200.91939, 200.88838, 200.89291, 200.89444, 200.91831, 200.84184, 200.90168, 200.91490, 200.87360, 200.89738, 200.91823, 200.92418, 200.88380, 200.92933, 200.91637, 200.90383, 200.91292, 200.91472, 200.91048, 200.90853
200.92645, 200.90936, 200.91520, 200.85319, 200.94347, 200.85047, 200.91823, 200.87219, 200.87479, 200.94267, 200.91552, 200.86290, 200.88187, 200.92943, 200.93589, 200.88778, 200.93132, 200.95070, 200.85320, 200.98275, 200.87652, 200.90273, 200.92440
200.90429, 200.86266, 200.95372, 200.90177, 200.86724, 200.91195, 200.90227, 200.84246, 200.90107, 200.94197, 200.91222, 200.89186, 200.88234, 200.92604, 200.93690, 200.93099, 200.89668, 200.92290, 200.92683, 200.92862, 200.89659, 200.96066, 200.97866
200.90801, 200.87274, 200.87033, 200.95771, 200.83816, 200.93728, 200.86021, 200.89392, 200.92464, 200.93760, 200.89327, 200.89197, 200.92177, 200.89291, 200.96471, 200.95597, 200.88077, 200.91574, 200.97424, 200.88301, 200.97490, 200.89823, 200.92638
200.90833, 200.92971, 200.84695, 200.90134, 200.90466, 200.93498, 200.83938, 200.91833, 200.90462, 200.94590, 200.92810, 200.87910, 200.91809, 200.89912, 200.94942, 200.99087, 200.91688, 200.89531, 200.97688, 200.90341, 200.95278, 200.88200, 201.00690
200.87496, 200.91572, 200.90339, 200.85238, 200.95262, 200.86162, 200.90681, 200.90994, 200.91812, 200.94940, 200.88233, 200.93708, 200.93987, 200.90834, 200.94550, 200.95533, 200.94472, 200.92708, 200.95057, 200.95783, 200.90533, 200.95316, 200.93133
200.89086, 200.86872, 200.95205, 200.83737, 200.90606, 200.86307, 200.92454, 200.91058, 200.94493, 200.92730, 200.91600, 200.93482, 200.93816, 200.93492, 200.93185, 200.96391, 200.96804, 200.95451, 200.90615, 200.99675, 200.89540, 200.96713, 200.94364
200.92354, 200.84381, 200.90854, 200.90872, 200.86978, 200.87763, 200.94888, 200.92594, 200.92209, 200.92067, 200.92854, 200.95478, 200.93561, 200.94438, 200.93126, 200.94978, 200.99595, 200.96576, 200.91211, 200.98784, 200.89803, 201.01996, 200.89827
200.90271, 200.87441, 200.86292, 200.91997, 200.84924, 200.90911, 200.93463, 200.96300, 200.90055, 200.93590, 200.95226, 200.94006, 200.94863, 200.96172, 200.92216, 200.97684, 200.99336, 200.99237, 200.89980, 200.96961, 200.94412, 200.95772, 200.92217
200.92410, 200.85918, 200.84957, 200.94192, 200.85193, 200.89610, 200.96446, 200.91490, 200.91176, 200.94672, 200.95606, 200.95921, 200.96381, 200.95103, 200.96227, 200.96597, 200.98372, 201.00657, 200.94301, 200.92764, 200.97922, 200.94494, 200.94129
200.91205, 200.87178, 200.86043, 200.93729, 200.83516, 200.92630, 200.95297, 200.91438, 200.93338, 200.96599, 200.93241, 200.98504, 200.97028, 200.95732, 200.96873, 200.98426, 200.98429, 200.97718, 200.98246, 200.93344, 200.97471, 200.91819, 200.98021
200.95957, 200.85777, 200.88843, 200.92767, 200.83478, 200.94553, 200.93770, 200.93765, 200.95216, 200.93333, 200.95425, 200.98818, 200.95954, 200.96807, 200.97245, 200.96739, 201.02242, 200.99035, 200.94240, 200.94926, 200.98618, 200.98649, 200.93507
200.94359, 200.85351, 200.88389, 200.93062, 200.87115, 200.91439, 200.96498, 200.94223, 200.93022, 200.95474, 200.95368, 200.96885, 200.97880, 200.97542, 200.96851, 200.97056, 201.02118, 200.99787, 200.93706, 200.99165, 200.95111, 201.00742, 200.93821
200.92369, 200.86259, 200.91337, 200.92594, 200.87755, 200.91463, 200.97941, 200.91407, 200.96027, 200.95969, 200.96583, 200.96651, 200.97476, 200.98347, 200.97859, 200.99780, 200.99997, 201.00994, 200.93777, 201.02199, 200.92738, 201.02036, 200.94575
200.92494, 200.86730, 200.94690, 200.89739, 200.92356, 200.86065, 200.98150, 200.95877, 200.98773, 200.92720, 200.95919, 200.96864, 201.01756, 200.94598, 200.99160, 200.99690, 201.02162, 200.98635, 200.95697, 201.01964, 200.92580, 201.03025, 200.99231
200.94352, 200.90594, 200.96037, 200.86222, 200.97679, 200.84984, 200.94043, 200.97583, 200.97887, 200.97541, 200.94976, 200.97491, 200.97604, 200.98164, 201.00157, 201.00672, 201.01821, 200.96169, 200.98644, 201.03415, 200.92426, 200.99635, 201.01631
200.93134, 200.96811, 200.89841, 200.90174, 200.94411, 200.92390, 200.90906, 200.95677, 200.96898, 200.99706, 200.96375, 200.94644, 200.97920, 201.01280, 201.02237, 200.98187, 201.03386, 200.94683, 201.01572, 200.96523, 201.02831, 200.94285, 201.02007
200.93557, 200.91019, 200.90302, 200.97190, 200.86851, 200.98155, 200.90257, 200.96400, 200.99648, 200.97722, 200.95419, 200.97590, 200.98522, 200.97614, 201.04297, 201.01902, 200.97505, 200.96461, 201.05214, 200.94120, 201.03224, 200.96426, 200.99204
200.92459, 200.86825, 200.96268, 200.95768, 200.89175, 200.99055, 200.93260, 200.91115, 200.99905, 200.99291, 200.96811, 200.98092, 200.98687, 200.99708, 201.03170, 201.01195, 200.95076, 201.00860, 201.01305, 200.98695, 200.97956, 201.04304, 200.94227
200.90905, 200.93303, 200.97318, 200.88492, 200.98788, 200.91220, 200.99644, 200.91656, 200.96856, 201.00050, 200.99626, 200.94726, 201.00016, 201.00401, 201.01946, 200.97594, 200.99918, 201.05048, 200.93835, 201.05785, 200.96805, 200.99877, 201.02204
200.93171, 200.96574, 200.88161, 200.94227, 200.99670, 200.88617, 201.00928, 200.95717, 200.95509, 200.98688, 201.01174, 200.96292, 200.97433, 201.02996, 201.00895, 200.94792, 201.04886, 201.01988, 200.96212, 201.01983, 201.02279, 200.95182, 201.03351
200.91285, 200.91479, 200.92257, 201.01489, 200.90958, 200.98490, 200.93608, 200.99627, 200.94904, 200.99802, 201.00582, 200.95429, 201.00181, 201.02244, 200.99368, 200.97736, 201.05228, 200.95611, 201.05663, 200.96412, 201.03555, 200.97093, 200.97857
200.92120, 200.92092, 200.99576, 200.94039, 200.92973, 201.00097, 200.92165, 201.00826, 200.97729, 200.96885, 201.00106, 200.97843, 200.99308, 201.03633, 200.95724, 201.03136, 201.00140, 201.00563, 201.03720, 200.96915, 200.97828, 201.01109, 201.00237
200.96384, 200.96283, 200.90654, 200.94214, 201.01231, 200.94587, 200.98168, 200.95619, 201.01656, 200.94235, 201.03514, 200.93233, 201.00960, 201.05528, 200.94969, 201.05849, 200.97362, 201.02093, 200.98058, 201.04571, 200.96227, 200.97739, 201.02020
